"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Afternoon workout 💪","5 Apr 2026, 15:15","5 Apr 2026, 16:06","","Squat (Smith Machine)",,"",0,"warmup",50,6,,,
"Afternoon workout 💪","5 Apr 2026, 15:15","5 Apr 2026, 16:06","","Squat (Smith Machine)",,"",1,"warmup",60,6,,,
"Afternoon workout 💪","5 Apr 2026, 15:15","5 Apr 2026, 16:06","","Squat (Smith Machine)",,"",2,"normal",75,6,,,
"Afternoon workout 💪","5 Apr 2026, 15:15","5 Apr 2026, 16:06","","Squat (Smith Machine)",,"",3,"normal",80,7,,,
"Afternoon workout 💪","5 Apr 2026, 15:15","5 Apr 2026, 16:06","","Squat (Smith Machine)",,"",4,"normal",80,7,,,
"Afternoon workout 💪","5 Apr 2026, 15:15","5 Apr 2026, 16:06","","Leg Extension (Machine)",,"",0,"normal",18,8,,,
"Afternoon workout 💪","5 Apr 2026, 15:15","5 Apr 2026, 16:06","","Leg Extension (Machine)",,"",1,"normal",18,8,,,
"Afternoon workout 💪","5 Apr 2026, 15:15","5 Apr 2026, 16:06","","Seated Leg Curl (Machine)",,"",0,"normal",36,8,,,
"Afternoon workout 💪","5 Apr 2026, 15:15","5 Apr 2026, 16:06","","Seated Leg Curl (Machine)",,"",1,"normal",36,8,,,
"Afternoon workout 💪","5 Apr 2026, 15:15","5 Apr 2026, 16:06","","Romanian Deadlift (Barbell)",,"",0,"normal",30,6,,,
"Afternoon workout 💪","5 Apr 2026, 15:15","5 Apr 2026, 16:06","","Romanian Deadlift (Barbell)",,"",1,"normal",30,6,,,
"Afternoon workout 💪","5 Apr 2026, 15:15","5 Apr 2026, 16:06","","Standing Calf Raise (Machine)",,"",0,"normal",20,9,,,
"Afternoon workout 💪","5 Apr 2026, 15:15","5 Apr 2026, 16:06","","Standing Calf Raise (Machine)",,"",1,"normal",20,8,,,
"Afternoon workout 💪","4 Apr 2026, 15:27","4 Apr 2026, 16:43","","Overhead Press (Smith Machine)",,"",0,"warmup",40,6,,,
"Afternoon workout 💪","4 Apr 2026, 15:27","4 Apr 2026, 16:43","","Overhead Press (Smith Machine)",,"",1,"normal",70,6,,,
"Afternoon workout 💪","4 Apr 2026, 15:27","4 Apr 2026, 16:43","","Overhead Press (Smith Machine)",,"",2,"normal",75,5,,,
"Afternoon workout 💪","4 Apr 2026, 15:27","4 Apr 2026, 16:43","","Overhead Press (Smith Machine)",,"",3,"normal",75,6,,,
"Afternoon workout 💪","4 Apr 2026, 15:27","4 Apr 2026, 16:43","","Lateral Raise (Cable)",,"",0,"normal",5,11,,,
"Afternoon workout 💪","4 Apr 2026, 15:27","4 Apr 2026, 16:43","","Lateral Raise (Cable)",,"",1,"normal",5,12,,,
"Afternoon workout 💪","4 Apr 2026, 15:27","4 Apr 2026, 16:43","","Lateral Raise (Cable)",,"",2,"normal",6.8,6,,,
"Afternoon workout 💪","4 Apr 2026, 15:27","4 Apr 2026, 16:43","","Lateral Raise (Cable)",,"",3,"normal",6.8,5,,,
"Afternoon workout 💪","4 Apr 2026, 15:27","4 Apr 2026, 16:43","","Lateral Raise (Dumbbell)",,"",0,"normal",10,10,,,
"Afternoon workout 💪","4 Apr 2026, 15:27","4 Apr 2026, 16:43","","Lateral Raise (Dumbbell)",,"",1,"normal",10,10,,,
"Afternoon workout 💪","4 Apr 2026, 15:27","4 Apr 2026, 16:43","","Lateral Raise (Dumbbell)",,"",2,"normal",10,6,,,
"Afternoon workout 💪","4 Apr 2026, 15:27","4 Apr 2026, 16:43","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",73,7,,,
"Afternoon workout 💪","4 Apr 2026, 15:27","4 Apr 2026, 16:43","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",73,7,,,
"Afternoon workout 💪","3 Apr 2026, 14:36","3 Apr 2026, 15:28","","Incline Bench Press (Smith Machine)",,"",0,"warmup",15,6,,,
"Afternoon workout 💪","3 Apr 2026, 14:36","3 Apr 2026, 15:28","","Incline Bench Press (Smith Machine)",,"",1,"warmup",25,6,,,
"Afternoon workout 💪","3 Apr 2026, 14:36","3 Apr 2026, 15:28","","Incline Bench Press (Smith Machine)",,"",2,"normal",80,7,,,
"Afternoon workout 💪","3 Apr 2026, 14:36","3 Apr 2026, 15:28","","Incline Bench Press (Smith Machine)",,"",3,"normal",80,5,,,
"Afternoon workout 💪","3 Apr 2026, 14:36","3 Apr 2026, 15:28","","Incline Bench Press (Smith Machine)",,"",4,"normal",85,4,,,
"Afternoon workout 💪","3 Apr 2026, 14:36","3 Apr 2026, 15:28","","Bench Press (Smith Machine)",,"",0,"normal",80,6,,,
"Afternoon workout 💪","3 Apr 2026, 14:36","3 Apr 2026, 15:28","","Bench Press (Smith Machine)",,"",1,"normal",85,5,,,
"Afternoon workout 💪","3 Apr 2026, 14:36","3 Apr 2026, 15:28","","Bench Press (Smith Machine)",,"",2,"normal",90,2,,,
"Afternoon workout 💪","3 Apr 2026, 14:36","3 Apr 2026, 15:28","","Chest Press (Machine)",,"",0,"normal",24,7,,,
"Afternoon workout 💪","3 Apr 2026, 14:36","3 Apr 2026, 15:28","","Chest Press (Machine)",,"",1,"normal",24,6,,,
"Afternoon workout 💪","3 Apr 2026, 14:36","3 Apr 2026, 15:28","","Lying Leg Raise",,"",0,"normal",,10,,,
"Afternoon workout 💪","3 Apr 2026, 14:36","3 Apr 2026, 15:28","","Lying Leg Raise",,"",1,"normal",,8,,,
"Afternoon workout 💪","3 Apr 2026, 14:36","3 Apr 2026, 15:28","","Lying Leg Raise",,"",2,"normal",,8,,,
"Afternoon workout 💪","3 Apr 2026, 14:36","3 Apr 2026, 15:28","","Lying Leg Raise",,"",3,"normal",,8,,,
"Afternoon workout 💪","2 Apr 2026, 17:16","2 Apr 2026, 18:05","","Lat Pulldown - Close Grip (Cable)",,"",0,"warmup",50,6,,,
"Afternoon workout 💪","2 Apr 2026, 17:16","2 Apr 2026, 18:05","","Lat Pulldown - Close Grip (Cable)",,"",1,"warmup",66,6,,,
"Afternoon workout 💪","2 Apr 2026, 17:16","2 Apr 2026, 18:05","","Lat Pulldown - Close Grip (Cable)",,"",2,"normal",73,5,,,
"Afternoon workout 💪","2 Apr 2026, 17:16","2 Apr 2026, 18:05","","Lat Pulldown - Close Grip (Cable)",,"",3,"normal",73,5,,,
"Afternoon workout 💪","2 Apr 2026, 17:16","2 Apr 2026, 18:05","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",63,6,,,
"Afternoon workout 💪","2 Apr 2026, 17:16","2 Apr 2026, 18:05","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",63,5,,,
"Afternoon workout 💪","2 Apr 2026, 17:16","2 Apr 2026, 18:05","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",63,5,,,
"Afternoon workout 💪","2 Apr 2026, 17:16","2 Apr 2026, 18:05","","Lat Pullover",,"",0,"normal",22,8,,,
"Afternoon workout 💪","2 Apr 2026, 17:16","2 Apr 2026, 18:05","","Lat Pullover",,"",1,"normal",22,8,,,
"Afternoon workout 💪","2 Apr 2026, 17:16","2 Apr 2026, 18:05","","Lat Pullover",,"",2,"normal",25,4,,,
"Afternoon workout 💪","2 Apr 2026, 17:16","2 Apr 2026, 18:05","","Bent Over Row (Barbell)",,"",0,"normal",25,8,,,
"Afternoon workout 💪","2 Apr 2026, 17:16","2 Apr 2026, 18:05","","Bent Over Row (Barbell)",,"",1,"normal",30,7,,,
"Afternoon workout 💪","2 Apr 2026, 17:16","2 Apr 2026, 18:05","","Bent Over Row (Barbell)",,"",2,"normal",30,5,,,
"Afternoon workout 💪","1 Apr 2026, 17:21","1 Apr 2026, 17:54","","Lateral Raise (Dumbbell)",,"",0,"normal",10,10,,,
"Afternoon workout 💪","1 Apr 2026, 17:21","1 Apr 2026, 17:54","","Lateral Raise (Dumbbell)",,"",1,"normal",10,9,,,
"Afternoon workout 💪","1 Apr 2026, 17:21","1 Apr 2026, 17:54","","Lateral Raise (Cable)",,"",0,"normal",5,12,,,
"Afternoon workout 💪","1 Apr 2026, 17:21","1 Apr 2026, 17:54","","Lateral Raise (Cable)",,"",1,"normal",5,11,,,
"Afternoon workout 💪","1 Apr 2026, 17:21","1 Apr 2026, 17:54","","Lateral Raise (Cable)",,"",2,"normal",6.8,6,,,
"Afternoon workout 💪","1 Apr 2026, 17:21","1 Apr 2026, 17:54","","Lateral Raise (Cable)",,"",3,"normal",6.8,4,,,
"Afternoon workout 💪","1 Apr 2026, 17:21","1 Apr 2026, 17:54","","Seated Shoulder Press (Machine)",,"",0,"normal",63,6,,,
"Afternoon workout 💪","1 Apr 2026, 17:21","1 Apr 2026, 17:54","","Seated Shoulder Press (Machine)",,"",1,"normal",63,6,,,
"Afternoon workout 💪","31 Mar 2026, 16:48","31 Mar 2026, 17:33","","Triceps Extension (Dumbbell)",,"",0,"normal",12.5,6,,,
"Afternoon workout 💪","31 Mar 2026, 16:48","31 Mar 2026, 17:33","","Triceps Extension (Dumbbell)",,"",1,"normal",12.5,7,,,
"Afternoon workout 💪","31 Mar 2026, 16:48","31 Mar 2026, 17:33","","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",13.6,4,,,
"Afternoon workout 💪","31 Mar 2026, 16:48","31 Mar 2026, 17:33","","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",11.3,7,,,
"Afternoon workout 💪","31 Mar 2026, 16:48","31 Mar 2026, 17:33","","Bent Over Row (Barbell)",,"",0,"normal",25,8,,,
"Afternoon workout 💪","31 Mar 2026, 16:48","31 Mar 2026, 17:33","","Bent Over Row (Barbell)",,"",1,"normal",30,7,,,
"Afternoon workout 💪","31 Mar 2026, 16:48","31 Mar 2026, 17:33","","Bent Over Row (Barbell)",,"",2,"normal",30,4,,,
"Afternoon workout 💪","31 Mar 2026, 16:48","31 Mar 2026, 17:33","","Triceps Pushdown",,"",0,"normal",27,10,,,
"Afternoon workout 💪","31 Mar 2026, 16:48","31 Mar 2026, 17:33","","Triceps Pushdown",,"",1,"normal",29,7,,,
"Afternoon workout 💪","30 Mar 2026, 15:22","30 Mar 2026, 16:10","","Preacher Curl (Dumbbell)",,"",0,"normal",15,8,,,
"Afternoon workout 💪","30 Mar 2026, 15:22","30 Mar 2026, 16:10","","Preacher Curl (Dumbbell)",,"",1,"normal",15,8,,,
"Afternoon workout 💪","30 Mar 2026, 15:22","30 Mar 2026, 16:10","","Single Arm Curl (Cable)",,"",0,"normal",13.6,4,,,
"Afternoon workout 💪","30 Mar 2026, 15:22","30 Mar 2026, 16:10","","Single Arm Curl (Cable)",,"",1,"normal",13.6,5,,,
"Afternoon workout 💪","30 Mar 2026, 15:22","30 Mar 2026, 16:10","","Hammer Curl (Dumbbell)",,"",0,"normal",15,8,,,
"Afternoon workout 💪","30 Mar 2026, 15:22","30 Mar 2026, 16:10","","Hammer Curl (Dumbbell)",,"",1,"normal",15,8,,,
"Afternoon workout 💪","30 Mar 2026, 15:22","30 Mar 2026, 16:10","","Bicep Curl (Cable)",,"",0,"normal",22,6,,,
"Afternoon workout 💪","29 Mar 2026, 15:22","29 Mar 2026, 16:42","","Squat (Smith Machine)",,"",0,"warmup",50,6,,,
"Afternoon workout 💪","29 Mar 2026, 15:22","29 Mar 2026, 16:42","","Squat (Smith Machine)",,"",1,"warmup",60,6,,,
"Afternoon workout 💪","29 Mar 2026, 15:22","29 Mar 2026, 16:42","","Squat (Smith Machine)",,"",2,"normal",75,6,,,
"Afternoon workout 💪","29 Mar 2026, 15:22","29 Mar 2026, 16:42","","Squat (Smith Machine)",,"",3,"normal",75,6,,,
"Afternoon workout 💪","29 Mar 2026, 15:22","29 Mar 2026, 16:42","","Squat (Smith Machine)",,"",4,"normal",75,6,,,
"Afternoon workout 💪","29 Mar 2026, 15:22","29 Mar 2026, 16:42","","Seated Leg Curl (Machine)",,"",0,"normal",36,8,,,
"Afternoon workout 💪","29 Mar 2026, 15:22","29 Mar 2026, 16:42","","Seated Leg Curl (Machine)",,"",1,"normal",36,8,,,
"Afternoon workout 💪","29 Mar 2026, 15:22","29 Mar 2026, 16:42","","Romanian Deadlift (Barbell)",,"",0,"normal",30,6,,,
"Afternoon workout 💪","29 Mar 2026, 15:22","29 Mar 2026, 16:42","","Romanian Deadlift (Barbell)",,"",1,"normal",30,6,,,
"Afternoon workout 💪","29 Mar 2026, 15:22","29 Mar 2026, 16:42","","Romanian Deadlift (Barbell)",,"",2,"normal",30,6,,,
"Afternoon workout 💪","29 Mar 2026, 15:22","29 Mar 2026, 16:42","","Standing Calf Raise (Machine)",,"",0,"normal",25,9,,,
"Afternoon workout 💪","27 Mar 2026, 14:27","27 Mar 2026, 15:32","","Incline Bench Press (Smith Machine)",,"",0,"warmup",10,6,,,
"Afternoon workout 💪","27 Mar 2026, 14:27","27 Mar 2026, 15:32","","Incline Bench Press (Smith Machine)",,"",1,"warmup",20,6,,,
"Afternoon workout 💪","27 Mar 2026, 14:27","27 Mar 2026, 15:32","","Incline Bench Press (Smith Machine)",,"",2,"normal",80,7,,,
"Afternoon workout 💪","27 Mar 2026, 14:27","27 Mar 2026, 15:32","","Incline Bench Press (Smith Machine)",,"",3,"normal",85,4,,,
"Afternoon workout 💪","27 Mar 2026, 14:27","27 Mar 2026, 15:32","","Incline Bench Press (Smith Machine)",,"",4,"normal",80,5,,,
"Afternoon workout 💪","27 Mar 2026, 14:27","27 Mar 2026, 15:32","","Bench Press (Smith Machine)",,"",0,"normal",80,6,,,
"Afternoon workout 💪","27 Mar 2026, 14:27","27 Mar 2026, 15:32","","Bench Press (Smith Machine)",,"",1,"normal",85,4,,,
"Afternoon workout 💪","27 Mar 2026, 14:27","27 Mar 2026, 15:32","","Bench Press (Smith Machine)",,"",2,"normal",85,4,,,
"Afternoon workout 💪","27 Mar 2026, 14:27","27 Mar 2026, 15:32","","Lying Leg Raise",,"",0,"normal",,12,,,
"Afternoon workout 💪","27 Mar 2026, 14:27","27 Mar 2026, 15:32","","Lying Leg Raise",,"",1,"normal",,10,,,
"Afternoon workout 💪","27 Mar 2026, 14:27","27 Mar 2026, 15:32","","Lying Leg Raise",,"",2,"normal",,12,,,
"Afternoon workout 💪","27 Mar 2026, 14:27","27 Mar 2026, 15:32","","Ab Scissors",,"",0,"normal",,10,,,
"Afternoon workout 💪","25 Mar 2026, 17:45","25 Mar 2026, 17:53","","Lateral Raise (Cable)",,"",0,"normal",5,12,,,
"Afternoon workout 💪","25 Mar 2026, 17:45","25 Mar 2026, 17:53","","Lateral Raise (Cable)",,"",1,"normal",5,12,,,
"Afternoon workout 💪","25 Mar 2026, 17:45","25 Mar 2026, 17:53","","Lateral Raise (Cable)",,"",2,"normal",6.8,5,,,
"Afternoon workout 💪","25 Mar 2026, 17:45","25 Mar 2026, 17:53","","Lateral Raise (Cable)",,"",3,"normal",6.8,5,,,
"Afternoon workout 💪","25 Mar 2026, 17:45","25 Mar 2026, 17:53","","Lateral Raise (Dumbbell)",,"",0,"normal",10,8,,,
"Afternoon workout 💪","25 Mar 2026, 17:45","25 Mar 2026, 17:53","","Lateral Raise (Dumbbell)",,"",1,"normal",10,8,,,
"Afternoon workout 💪","25 Mar 2026, 17:45","25 Mar 2026, 17:53","","Lateral Raise (Dumbbell)",,"",2,"normal",10,8,,,
"Afternoon workout 💪","25 Mar 2026, 17:45","25 Mar 2026, 17:53","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",73,8,,,
"Afternoon workout 💪","25 Mar 2026, 17:45","25 Mar 2026, 17:53","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",73,8,,,
"Afternoon workout 💪","25 Mar 2026, 17:45","25 Mar 2026, 17:53","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",73,5,,,
"Afternoon workout 💪","24 Mar 2026, 17:20","24 Mar 2026, 17:52","","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",11.3,10,,,
"Afternoon workout 💪","24 Mar 2026, 17:20","24 Mar 2026, 17:52","","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",11.3,11,,,
"Afternoon workout 💪","24 Mar 2026, 17:20","24 Mar 2026, 17:52","","Single Arm Triceps Pushdown (Cable)",,"",2,"normal",11.3,8,,,
"Afternoon workout 💪","24 Mar 2026, 17:20","24 Mar 2026, 17:52","","Triceps Extension (Dumbbell)",,"",0,"normal",12.5,4,,,
"Afternoon workout 💪","24 Mar 2026, 17:20","24 Mar 2026, 17:52","","Triceps Extension (Dumbbell)",,"",1,"normal",12.5,4,,,
"Afternoon workout 💪","24 Mar 2026, 17:20","24 Mar 2026, 17:52","","Triceps Pushdown",,"",0,"normal",27,8,,,
"Afternoon workout 💪","24 Mar 2026, 17:20","24 Mar 2026, 17:52","","Triceps Pushdown",,"",1,"normal",27,8,,,
"Afternoon workout 💪","24 Mar 2026, 17:20","24 Mar 2026, 17:52","","Triceps Pushdown",,"",2,"normal",29.5,5,,,
"Afternoon workout 💪","23 Mar 2026, 17:11","23 Mar 2026, 18:00","","Single Arm Curl (Cable)",,"",0,"normal",13.6,6,,,
"Afternoon workout 💪","23 Mar 2026, 17:11","23 Mar 2026, 18:00","","Single Arm Curl (Cable)",,"",1,"normal",11,8,,,
"Afternoon workout 💪","23 Mar 2026, 17:11","23 Mar 2026, 18:00","","Preacher Curl (Dumbbell)",,"Last set - extra slow",0,"normal",15,7,,,
"Afternoon workout 💪","23 Mar 2026, 17:11","23 Mar 2026, 18:00","","Preacher Curl (Dumbbell)",,"Last set - extra slow",1,"normal",15,8,,,
"Afternoon workout 💪","23 Mar 2026, 17:11","23 Mar 2026, 18:00","","Preacher Curl (Dumbbell)",,"Last set - extra slow",2,"normal",15,5,,,
"Afternoon workout 💪","23 Mar 2026, 17:11","23 Mar 2026, 18:00","","Hammer Curl (Dumbbell)",,"",0,"normal",15,8,,,
"Afternoon workout 💪","23 Mar 2026, 17:11","23 Mar 2026, 18:00","","Hammer Curl (Dumbbell)",,"",1,"normal",15,7,,,
"Afternoon workout 💪","23 Mar 2026, 17:11","23 Mar 2026, 18:00","","Bicep Curl (Cable)",,"",0,"normal",22,6,,,
"Afternoon workout 💪","23 Mar 2026, 17:11","23 Mar 2026, 18:00","","Bicep Curl (Cable)",,"",1,"normal",22,5,,,
"Afternoon workout 💪","22 Mar 2026, 15:22","22 Mar 2026, 16:14","","Squat (Smith Machine)",,"",0,"warmup",50,6,,,
"Afternoon workout 💪","22 Mar 2026, 15:22","22 Mar 2026, 16:14","","Squat (Smith Machine)",,"",1,"warmup",70,6,,,
"Afternoon workout 💪","22 Mar 2026, 15:22","22 Mar 2026, 16:14","","Squat (Smith Machine)",,"",2,"normal",85,6,,,
"Afternoon workout 💪","22 Mar 2026, 15:22","22 Mar 2026, 16:14","","Squat (Smith Machine)",,"",3,"normal",90,6,,,
"Afternoon workout 💪","22 Mar 2026, 15:22","22 Mar 2026, 16:14","","Squat (Smith Machine)",,"",4,"normal",90,5,,,
"Afternoon workout 💪","22 Mar 2026, 15:22","22 Mar 2026, 16:14","","Leg Press (Machine)",,"",0,"normal",150,6,,,
"Afternoon workout 💪","22 Mar 2026, 15:22","22 Mar 2026, 16:14","","Leg Press (Machine)",,"",1,"normal",150,6,,,
"Afternoon workout 💪","22 Mar 2026, 15:22","22 Mar 2026, 16:14","","Romanian Deadlift (Barbell)",,"",0,"normal",30,6,,,
"Afternoon workout 💪","22 Mar 2026, 15:22","22 Mar 2026, 16:14","","Romanian Deadlift (Barbell)",,"",1,"normal",30,6,,,
"Afternoon workout 💪","22 Mar 2026, 15:22","22 Mar 2026, 16:14","","Romanian Deadlift (Barbell)",,"",2,"normal",30,6,,,
"Afternoon workout 💪","22 Mar 2026, 15:22","22 Mar 2026, 16:14","","Standing Calf Raise (Machine)",,"",0,"normal",20,10,,,
"Afternoon workout 💪","22 Mar 2026, 15:22","22 Mar 2026, 16:14","","Standing Calf Raise (Machine)",,"",1,"normal",20,10,,,
"Afternoon workout 💪","21 Mar 2026, 15:04","21 Mar 2026, 15:54","","Lat Pulldown - Close Grip (Cable)",,"",0,"warmup",50,6,,,
"Afternoon workout 💪","21 Mar 2026, 15:04","21 Mar 2026, 15:54","","Lat Pulldown - Close Grip (Cable)",,"",1,"warmup",66,6,,,
"Afternoon workout 💪","21 Mar 2026, 15:04","21 Mar 2026, 15:54","","Lat Pulldown - Close Grip (Cable)",,"",2,"normal",73,6,,,
"Afternoon workout 💪","21 Mar 2026, 15:04","21 Mar 2026, 15:54","","Lat Pulldown - Close Grip (Cable)",,"",3,"normal",73,4,,,
"Afternoon workout 💪","21 Mar 2026, 15:04","21 Mar 2026, 15:54","","Lat Pulldown - Close Grip (Cable)",,"",4,"normal",73,4,,,
"Afternoon workout 💪","21 Mar 2026, 15:04","21 Mar 2026, 15:54","","Lat Pullover",,"",0,"normal",22,9,,,
"Afternoon workout 💪","21 Mar 2026, 15:04","21 Mar 2026, 15:54","","Bent Over Row (Barbell)",,"",0,"normal",30,8,,,
"Afternoon workout 💪","21 Mar 2026, 15:04","21 Mar 2026, 15:54","","Bent Over Row (Barbell)",,"",1,"normal",30,7,,,
"Afternoon workout 💪","20 Mar 2026, 14:37","20 Mar 2026, 15:22","","Incline Bench Press (Smith Machine)",,"",0,"warmup",10,6,,,
"Afternoon workout 💪","20 Mar 2026, 14:37","20 Mar 2026, 15:22","","Incline Bench Press (Smith Machine)",,"",1,"warmup",20,6,,,
"Afternoon workout 💪","20 Mar 2026, 14:37","20 Mar 2026, 15:22","","Incline Bench Press (Smith Machine)",,"",2,"normal",80,7,,,
"Afternoon workout 💪","20 Mar 2026, 14:37","20 Mar 2026, 15:22","","Incline Bench Press (Smith Machine)",,"",3,"normal",90,3,,,
"Afternoon workout 💪","20 Mar 2026, 14:37","20 Mar 2026, 15:22","","Incline Bench Press (Smith Machine)",,"",4,"normal",80,5,,,
"Afternoon workout 💪","20 Mar 2026, 14:37","20 Mar 2026, 15:22","","Bench Press (Smith Machine)",,"",0,"normal",80,6,,,
"Afternoon workout 💪","20 Mar 2026, 14:37","20 Mar 2026, 15:22","","Bench Press (Smith Machine)",,"",1,"normal",90,2,,,
"Afternoon workout 💪","20 Mar 2026, 14:37","20 Mar 2026, 15:22","","Bench Press (Smith Machine)",,"",2,"normal",80,5,,,
"Afternoon workout 💪","20 Mar 2026, 14:37","20 Mar 2026, 15:22","","Lying Leg Raise",,"",0,"normal",,12,,,
"Afternoon workout 💪","20 Mar 2026, 14:37","20 Mar 2026, 15:22","","Lying Leg Raise",,"",1,"normal",,10,,,
"Afternoon workout 💪","20 Mar 2026, 14:37","20 Mar 2026, 15:22","","Lying Leg Raise",,"",2,"normal",,12,,,
"Afternoon workout 💪","20 Mar 2026, 14:37","20 Mar 2026, 15:22","","Chest Press (Machine)",,"",0,"normal",22,10,,,
"Afternoon workout 💪","20 Mar 2026, 14:37","20 Mar 2026, 15:22","","Chest Press (Machine)",,"",1,"normal",22,7,,,
"Afternoon workout 💪","18 Mar 2026, 16:26","18 Mar 2026, 17:20","","Lateral Raise (Cable)",,"",0,"normal",5,12,,,
"Afternoon workout 💪","18 Mar 2026, 16:26","18 Mar 2026, 17:20","","Lateral Raise (Cable)",,"",1,"normal",5,12,,,
"Afternoon workout 💪","18 Mar 2026, 16:26","18 Mar 2026, 17:20","","Lateral Raise (Cable)",,"",2,"normal",6.8,8,,,
"Afternoon workout 💪","18 Mar 2026, 16:26","18 Mar 2026, 17:20","","Lateral Raise (Cable)",,"",3,"normal",6.8,8,,,
"Afternoon workout 💪","18 Mar 2026, 16:26","18 Mar 2026, 17:20","","Lateral Raise (Dumbbell)",,"",0,"normal",10,9,,,
"Afternoon workout 💪","18 Mar 2026, 16:26","18 Mar 2026, 17:20","","Lateral Raise (Dumbbell)",,"",1,"normal",10,10,,,
"Afternoon workout 💪","18 Mar 2026, 16:26","18 Mar 2026, 17:20","","Lateral Raise (Dumbbell)",,"",2,"normal",10,10,,,
"Afternoon workout 💪","18 Mar 2026, 16:26","18 Mar 2026, 17:20","","Seated Shoulder Press (Machine)",,"",0,"normal",57,6,,,
"Afternoon workout 💪","18 Mar 2026, 16:26","18 Mar 2026, 17:20","","Seated Shoulder Press (Machine)",,"",1,"normal",57,7,,,
"Afternoon workout 💪","18 Mar 2026, 16:26","18 Mar 2026, 17:20","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",73,7,,,
"Afternoon workout 💪","18 Mar 2026, 16:26","18 Mar 2026, 17:20","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",73,7,,,
"Afternoon workout 💪","18 Mar 2026, 16:26","18 Mar 2026, 17:20","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",73,7,,,
"Afternoon workout 💪","18 Mar 2026, 16:26","18 Mar 2026, 17:20","","Shrug (Smith Machine)",,"",0,"normal",25,10,,,
"Afternoon workout 💪","18 Mar 2026, 16:26","18 Mar 2026, 17:20","","Shrug (Smith Machine)",,"",1,"normal",25,10,,,
"Afternoon workout 💪","17 Mar 2026, 17:00","17 Mar 2026, 18:00","","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",11.3,11,,,
"Afternoon workout 💪","17 Mar 2026, 17:00","17 Mar 2026, 18:00","","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",11.3,11,,,
"Afternoon workout 💪","17 Mar 2026, 17:00","17 Mar 2026, 18:00","","Single Arm Triceps Pushdown (Cable)",,"",2,"normal",11.3,8,,,
"Afternoon workout 💪","17 Mar 2026, 17:00","17 Mar 2026, 18:00","","Triceps Extension (Dumbbell)",,"",0,"normal",12.5,6,,,
"Afternoon workout 💪","17 Mar 2026, 17:00","17 Mar 2026, 18:00","","Triceps Extension (Dumbbell)",,"",1,"normal",12.5,6,,,
"Afternoon workout 💪","17 Mar 2026, 17:00","17 Mar 2026, 18:00","","Triceps Pushdown",,"",0,"normal",27,10,,,
"Afternoon workout 💪","17 Mar 2026, 17:00","17 Mar 2026, 18:00","","Triceps Pushdown",,"",1,"normal",27,10,,,
"Afternoon workout 💪","17 Mar 2026, 17:00","17 Mar 2026, 18:00","","Triceps Pushdown",,"",2,"normal",27,10,,,
"Afternoon workout 💪","17 Mar 2026, 17:00","17 Mar 2026, 18:00","","Skullcrusher (Barbell)",,"",0,"normal",20,6,,,
"Afternoon workout 💪","16 Mar 2026, 16:24","16 Mar 2026, 17:18","","Single Arm Curl (Cable)",,"",0,"normal",13.6,5,,,
"Afternoon workout 💪","16 Mar 2026, 16:24","16 Mar 2026, 17:18","","Single Arm Curl (Cable)",,"",1,"normal",13.6,6,,,
"Afternoon workout 💪","16 Mar 2026, 16:24","16 Mar 2026, 17:18","","Single Arm Curl (Cable)",,"",2,"normal",13.6,6,,,
"Afternoon workout 💪","16 Mar 2026, 16:24","16 Mar 2026, 17:18","","Preacher Curl (Dumbbell)",,"",0,"normal",15,9,,,
"Afternoon workout 💪","16 Mar 2026, 16:24","16 Mar 2026, 17:18","","Preacher Curl (Dumbbell)",,"",1,"normal",15,10,,,
"Afternoon workout 💪","16 Mar 2026, 16:24","16 Mar 2026, 17:18","","Bicep Curl (Cable)",,"",0,"normal",22,6,,,
"Afternoon workout 💪","16 Mar 2026, 16:24","16 Mar 2026, 17:18","","Bicep Curl (Cable)",,"",1,"normal",22,6,,,
"Afternoon workout 💪","16 Mar 2026, 16:24","16 Mar 2026, 17:18","","Hammer Curl (Dumbbell)",,"",0,"normal",15,6,,,
"Afternoon workout 💪","16 Mar 2026, 16:24","16 Mar 2026, 17:18","","Hammer Curl (Dumbbell)",,"",1,"normal",15,7,,,
"Afternoon workout 💪","15 Mar 2026, 15:16","15 Mar 2026, 16:46","","Squat (Smith Machine)",,"",0,"warmup",50,6,,,
