"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Afternoon workout 💪","25 Oct 2025, 15:29","25 Oct 2025, 16:47","","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",11.3,8,,,
"Afternoon workout 💪","25 Oct 2025, 15:29","25 Oct 2025, 16:47","","Single Arm Triceps Pushdown (Cable)",,"",2,"normal",13.6,6,,,
"Afternoon workout 💪","25 Oct 2025, 15:29","25 Oct 2025, 16:47","","Single Arm Triceps Pushdown (Cable)",,"",3,"normal",11.3,8,,,
"Afternoon workout 💪","25 Oct 2025, 15:29","25 Oct 2025, 16:47","","Skullcrusher (Barbell)",,"",0,"normal",25,7,,,
"Afternoon workout 💪","25 Oct 2025, 15:29","25 Oct 2025, 16:47","","Skullcrusher (Barbell)",,"",1,"normal",25,6,,,
"Afternoon workout 💪","25 Oct 2025, 15:29","25 Oct 2025, 16:47","","Skullcrusher (Barbell)",,"",2,"normal",25,7,,,
"Afternoon workout 💪","25 Oct 2025, 15:29","25 Oct 2025, 16:47","","Lateral Raise (Dumbbell)",,"",0,"normal",7.5,10,,,
"Afternoon workout 💪","25 Oct 2025, 15:29","25 Oct 2025, 16:47","","Lateral Raise (Dumbbell)",,"",1,"normal",10,6,,,
"Afternoon workout 💪","25 Oct 2025, 15:29","25 Oct 2025, 16:47","","Lateral Raise (Dumbbell)",,"",2,"normal",10,6,,,
"Afternoon workout 💪","25 Oct 2025, 15:29","25 Oct 2025, 16:47","","Bicep Curl (Cable)",,"",0,"normal",22.7,10,,,
"Afternoon workout 💪","25 Oct 2025, 15:29","25 Oct 2025, 16:47","","Bicep Curl (Cable)",,"",1,"normal",24.9,8,,,
"Afternoon workout 💪","25 Oct 2025, 15:29","25 Oct 2025, 16:47","","Bicep Curl (Cable)",,"",2,"normal",27,6,,,
"Afternoon workout 💪","24 Oct 2025, 14:47","24 Oct 2025, 15:45","","Lat Pulldown - Close Grip (Cable)",,"",0,"warmup",52,6,,,
"Afternoon workout 💪","24 Oct 2025, 14:47","24 Oct 2025, 15:45","","Lat Pulldown - Close Grip (Cable)",,"",1,"normal",63,8,,,
"Afternoon workout 💪","24 Oct 2025, 14:47","24 Oct 2025, 15:45","","Lat Pulldown - Close Grip (Cable)",,"",2,"normal",63,6,,,
"Afternoon workout 💪","24 Oct 2025, 14:47","24 Oct 2025, 15:45","","Lat Pulldown - Close Grip (Cable)",,"",3,"normal",63,6,,,
"Afternoon workout 💪","24 Oct 2025, 14:47","24 Oct 2025, 15:45","","Lat Pulldown - Close Grip (Cable)",,"",4,"normal",57,8,,,
"Afternoon workout 💪","24 Oct 2025, 14:47","24 Oct 2025, 15:45","","Single Arm Lat Pulldown",,"",0,"normal",15,8,,,
"Afternoon workout 💪","24 Oct 2025, 14:47","24 Oct 2025, 15:45","","Single Arm Lat Pulldown",,"",1,"normal",15,8,,,
"Afternoon workout 💪","24 Oct 2025, 14:47","24 Oct 2025, 15:45","","Lat Pullover",,"",0,"normal",20,6,,,
"Afternoon workout 💪","24 Oct 2025, 14:47","24 Oct 2025, 15:45","","Lat Pullover",,"",1,"normal",20,6,,,
"Afternoon workout 💪","24 Oct 2025, 14:47","24 Oct 2025, 15:45","","Lat Pulldown (Cable)",,"",0,"normal",59,6,,,
"Afternoon workout 💪","24 Oct 2025, 14:47","24 Oct 2025, 15:45","","Lat Pulldown (Cable)",,"",1,"normal",59,5,,,
"Afternoon workout 💪","24 Oct 2025, 14:47","24 Oct 2025, 15:45","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",47.6,10,,,
"Afternoon workout 💪","24 Oct 2025, 14:47","24 Oct 2025, 15:45","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",47.6,6,,,
"Afternoon workout 💪","24 Oct 2025, 14:47","24 Oct 2025, 15:45","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",45.4,10,,,
"Afternoon workout 💪","23 Oct 2025, 14:32","23 Oct 2025, 15:38","","Overhead Press (Smith Machine)",,"",0,"warmup",40,6,,,
"Afternoon workout 💪","23 Oct 2025, 14:32","23 Oct 2025, 15:38","","Overhead Press (Smith Machine)",,"",1,"warmup",60,6,,,
"Afternoon workout 💪","23 Oct 2025, 14:32","23 Oct 2025, 15:38","","Overhead Press (Smith Machine)",,"",2,"normal",70,6,,,
"Afternoon workout 💪","23 Oct 2025, 14:32","23 Oct 2025, 15:38","","Overhead Press (Smith Machine)",,"",3,"normal",74,4,,,
"Afternoon workout 💪","23 Oct 2025, 14:32","23 Oct 2025, 15:38","","Overhead Press (Smith Machine)",,"",4,"normal",60,6,,,
"Afternoon workout 💪","23 Oct 2025, 14:32","23 Oct 2025, 15:38","","Lateral Raise (Cable)",,"",0,"normal",5,10,,,
"Afternoon workout 💪","23 Oct 2025, 14:32","23 Oct 2025, 15:38","","Lateral Raise (Cable)",,"",1,"normal",6.5,4,,,
"Afternoon workout 💪","23 Oct 2025, 14:32","23 Oct 2025, 15:38","","Lateral Raise (Cable)",,"",2,"normal",6.5,5,,,
"Afternoon workout 💪","23 Oct 2025, 14:32","23 Oct 2025, 15:38","","Lateral Raise (Cable)",,"",3,"normal",6.5,3,,,
"Afternoon workout 💪","23 Oct 2025, 14:32","23 Oct 2025, 15:38","","Lateral Raise (Dumbbell)",,"",0,"normal",10,5,,,
"Afternoon workout 💪","23 Oct 2025, 14:32","23 Oct 2025, 15:38","","Lateral Raise (Dumbbell)",,"",1,"normal",10,6,,,
"Afternoon workout 💪","23 Oct 2025, 14:32","23 Oct 2025, 15:38","","Lying Leg Raise",,"",0,"normal",,12,,,
"Afternoon workout 💪","23 Oct 2025, 14:32","23 Oct 2025, 15:38","","Lying Leg Raise",,"",1,"normal",,12,,,
"Afternoon workout 💪","23 Oct 2025, 14:32","23 Oct 2025, 15:38","","Lying Leg Raise",,"",2,"normal",,12,,,
"Afternoon workout 💪","23 Oct 2025, 14:32","23 Oct 2025, 15:38","","Crunch",,"",0,"normal",,10,,,
"Afternoon workout 💪","23 Oct 2025, 14:32","23 Oct 2025, 15:38","","Crunch",,"",1,"normal",,10,,,
"Afternoon workout 💪","22 Oct 2025, 14:29","22 Oct 2025, 15:44","","Single Arm Triceps Pushdown (Cable)",,"",0,"warmup",9.1,6,,,
"Afternoon workout 💪","22 Oct 2025, 14:29","22 Oct 2025, 15:44","","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",11.3,8,,,
"Afternoon workout 💪","22 Oct 2025, 14:29","22 Oct 2025, 15:44","","Single Arm Triceps Pushdown (Cable)",,"",2,"normal",13.6,6,,,
"Afternoon workout 💪","22 Oct 2025, 14:29","22 Oct 2025, 15:44","","Single Arm Triceps Pushdown (Cable)",,"",3,"normal",11.3,6,,,
"Afternoon workout 💪","22 Oct 2025, 14:29","22 Oct 2025, 15:44","","Overhead Triceps Extension (Cable)",,"",0,"normal",20.4,6,,,
"Afternoon workout 💪","22 Oct 2025, 14:29","22 Oct 2025, 15:44","","Overhead Triceps Extension (Cable)",,"",1,"normal",20.4,7,,,
"Afternoon workout 💪","22 Oct 2025, 14:29","22 Oct 2025, 15:44","","Overhead Triceps Extension (Cable)",,"",2,"normal",20.4,6,,,
"Afternoon workout 💪","22 Oct 2025, 14:29","22 Oct 2025, 15:44","","Triceps Extension (Dumbbell)",,"",0,"normal",10,5,,,
"Afternoon workout 💪","22 Oct 2025, 14:29","22 Oct 2025, 15:44","","Triceps Extension (Dumbbell)",,"",1,"normal",10,5,,,
"Afternoon workout 💪","22 Oct 2025, 14:29","22 Oct 2025, 15:44","","Triceps Extension (Dumbbell)",,"",2,"normal",10,5,,,
"Afternoon workout 💪","22 Oct 2025, 14:29","22 Oct 2025, 15:44","","Preacher Curl (Dumbbell)",,"",0,"normal",17.5,6,,,
"Afternoon workout 💪","22 Oct 2025, 14:29","22 Oct 2025, 15:44","","Preacher Curl (Dumbbell)",,"",1,"normal",15,5,,,
"Afternoon workout 💪","22 Oct 2025, 14:29","22 Oct 2025, 15:44","","Preacher Curl (Dumbbell)",,"",2,"normal",15,6,,,
"Afternoon workout 💪","22 Oct 2025, 14:29","22 Oct 2025, 15:44","","bayesian  curls",,"",0,"normal",11.3,5,,,
"Afternoon workout 💪","22 Oct 2025, 14:29","22 Oct 2025, 15:44","","bayesian  curls",,"",1,"normal",11.3,5,,,
"Afternoon workout 💪","22 Oct 2025, 14:29","22 Oct 2025, 15:44","","bayesian  curls",,"",2,"normal",9.1,7,,,
"Afternoon workout 💪","21 Oct 2025, 15:33","21 Oct 2025, 16:34","","Incline Bench Press (Smith Machine)",,"",0,"warmup",60,6,,,
"Afternoon workout 💪","21 Oct 2025, 15:33","21 Oct 2025, 16:34","","Incline Bench Press (Smith Machine)",,"",1,"normal",70,6,,,
"Afternoon workout 💪","21 Oct 2025, 15:33","21 Oct 2025, 16:34","","Incline Bench Press (Smith Machine)",,"",2,"normal",80,5,,,
"Afternoon workout 💪","21 Oct 2025, 15:33","21 Oct 2025, 16:34","","Incline Bench Press (Smith Machine)",,"",3,"normal",80,4,,,
"Afternoon workout 💪","21 Oct 2025, 15:33","21 Oct 2025, 16:34","","Incline Bench Press (Smith Machine)",,"",4,"normal",77,5,,,
"Afternoon workout 💪","21 Oct 2025, 15:33","21 Oct 2025, 16:34","","Bench Press (Smith Machine)",,"",0,"normal",77,6,,,
"Afternoon workout 💪","21 Oct 2025, 15:33","21 Oct 2025, 16:34","","Bench Press (Smith Machine)",,"",1,"normal",80,6,,,
"Afternoon workout 💪","21 Oct 2025, 15:33","21 Oct 2025, 16:34","","Chest Press (Machine)",,"",0,"normal",20,8,,,
"Afternoon workout 💪","21 Oct 2025, 15:33","21 Oct 2025, 16:34","","Chest Press (Machine)",,"",1,"normal",22,7,,,
"Afternoon workout 💪","21 Oct 2025, 15:33","21 Oct 2025, 16:34","","Chest Press (Machine)",,"",2,"normal",24,6,,,
"Afternoon workout 💪","19 Oct 2025, 15:45","19 Oct 2025, 16:36","","Leg Press (Machine)",,"",0,"warmup",100,6,,,
"Afternoon workout 💪","19 Oct 2025, 15:45","19 Oct 2025, 16:36","","Leg Press (Machine)",,"",1,"normal",150,6,,,
"Afternoon workout 💪","19 Oct 2025, 15:45","19 Oct 2025, 16:36","","Leg Press (Machine)",,"",2,"normal",160,6,,,
"Afternoon workout 💪","19 Oct 2025, 15:45","19 Oct 2025, 16:36","","Leg Press (Machine)",,"",3,"normal",170,5,,,
"Afternoon workout 💪","19 Oct 2025, 15:45","19 Oct 2025, 16:36","","Leg Press (Machine)",,"",4,"normal",140,7,,,
"Afternoon workout 💪","19 Oct 2025, 15:45","19 Oct 2025, 16:36","","Leg Press (Machine)",,"",5,"normal",140,6,,,
"Afternoon workout 💪","19 Oct 2025, 15:45","19 Oct 2025, 16:36","","Leg Press (Machine)",,"",6,"normal",140,3,,,
"Afternoon workout 💪","19 Oct 2025, 15:45","19 Oct 2025, 16:36","","Romanian Deadlift (Dumbbell)",,"",0,"normal",20,8,,,
"Afternoon workout 💪","19 Oct 2025, 15:45","19 Oct 2025, 16:36","","Romanian Deadlift (Dumbbell)",,"",1,"normal",20,8,,,
"Afternoon workout 💪","19 Oct 2025, 15:45","19 Oct 2025, 16:36","","Romanian Deadlift (Dumbbell)",,"",2,"normal",20,8,,,
"Evening workout 🏋️","18 Oct 2025, 18:06","18 Oct 2025, 20:13","","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",11.3,7,,,
"Evening workout 🏋️","18 Oct 2025, 18:06","18 Oct 2025, 20:13","","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",11.3,9,,,
"Evening workout 🏋️","18 Oct 2025, 18:06","18 Oct 2025, 20:13","","Single Arm Triceps Pushdown (Cable)",,"",2,"normal",13.6,6,,,
"Evening workout 🏋️","18 Oct 2025, 18:06","18 Oct 2025, 20:13","","Single Arm Triceps Pushdown (Cable)",,"",3,"normal",13.6,5,,,
"Evening workout 🏋️","18 Oct 2025, 18:06","18 Oct 2025, 20:13","","Lateral Raise (Cable)",,"",0,"normal",5,10,,,
"Evening workout 🏋️","18 Oct 2025, 18:06","18 Oct 2025, 20:13","","Lateral Raise (Cable)",,"",1,"normal",6.5,5,,,
"Evening workout 🏋️","18 Oct 2025, 18:06","18 Oct 2025, 20:13","","Lateral Raise (Cable)",,"",2,"normal",6.5,4,,,
"Evening workout 🏋️","18 Oct 2025, 18:06","18 Oct 2025, 20:13","","Lateral Raise (Dumbbell)",,"",0,"normal",10,8,,,
"Evening workout 🏋️","18 Oct 2025, 18:06","18 Oct 2025, 20:13","","Lateral Raise (Dumbbell)",,"",1,"normal",10,7,,,
"Evening workout 🏋️","18 Oct 2025, 18:06","18 Oct 2025, 20:13","","Lateral Raise (Dumbbell)",,"",2,"normal",10,7,,,
"Evening workout 🏋️","18 Oct 2025, 18:06","18 Oct 2025, 20:13","","bayesian  curls",,"",0,"normal",11.3,6,,,
"Evening workout 🏋️","18 Oct 2025, 18:06","18 Oct 2025, 20:13","","bayesian  curls",,"",1,"normal",11.3,9,,,
"Evening workout 🏋️","18 Oct 2025, 18:06","18 Oct 2025, 20:13","","bayesian  curls",,"",2,"normal",12.3,4,,,
"Evening workout 🏋️","18 Oct 2025, 18:06","18 Oct 2025, 20:13","","Preacher Curl (Dumbbell)",,"",0,"normal",15,8,,,
"Evening workout 🏋️","18 Oct 2025, 18:06","18 Oct 2025, 20:13","","Preacher Curl (Dumbbell)",,"",1,"normal",15,8,,,
"Afternoon workout 💪","17 Oct 2025, 15:12","17 Oct 2025, 16:20","","Lat Pulldown - Close Grip (Cable)",,"",0,"warmup",52,6,,,
"Afternoon workout 💪","17 Oct 2025, 15:12","17 Oct 2025, 16:20","","Lat Pulldown - Close Grip (Cable)",,"",1,"normal",63,6,,,
"Afternoon workout 💪","17 Oct 2025, 15:12","17 Oct 2025, 16:20","","Lat Pulldown - Close Grip (Cable)",,"",2,"normal",63,7,,,
"Afternoon workout 💪","17 Oct 2025, 15:12","17 Oct 2025, 16:20","","Lat Pulldown - Close Grip (Cable)",,"",3,"normal",63,6,,,
"Afternoon workout 💪","17 Oct 2025, 15:12","17 Oct 2025, 16:20","","Lat Pulldown - Close Grip (Cable)",,"",4,"normal",63,8,,,
"Afternoon workout 💪","17 Oct 2025, 15:12","17 Oct 2025, 16:20","","Lat Pulldown (Cable)",,"",0,"warmup",57,5,,,
"Afternoon workout 💪","17 Oct 2025, 15:12","17 Oct 2025, 16:20","","Lat Pulldown (Cable)",,"",1,"normal",57,5,,,
"Afternoon workout 💪","17 Oct 2025, 15:12","17 Oct 2025, 16:20","","Lat Pulldown (Cable)",,"",2,"normal",57,5,,,
"Afternoon workout 💪","17 Oct 2025, 15:12","17 Oct 2025, 16:20","","Lat Pulldown (Cable)",,"",3,"normal",57,4,,,
"Afternoon workout 💪","17 Oct 2025, 15:12","17 Oct 2025, 16:20","","Bent Over Row (Barbell)",,"",0,"normal",20,6,,,
"Afternoon workout 💪","17 Oct 2025, 15:12","17 Oct 2025, 16:20","","Bent Over Row (Barbell)",,"",1,"normal",25,7,,,
"Afternoon workout 💪","17 Oct 2025, 15:12","17 Oct 2025, 16:20","","Bent Over Row (Barbell)",,"",2,"normal",25,8,,,
"Afternoon workout 💪","17 Oct 2025, 15:12","17 Oct 2025, 16:20","","Bent Over Row (Barbell)",,"",3,"normal",25,8,,,
"Afternoon workout 💪","17 Oct 2025, 15:12","17 Oct 2025, 16:20","","Lat Pullover",,"",0,"normal",20,10,,,
"Afternoon workout 💪","17 Oct 2025, 15:12","17 Oct 2025, 16:20","","Lat Pullover",,"",1,"normal",20,8,,,
"Afternoon workout 💪","17 Oct 2025, 15:12","17 Oct 2025, 16:20","","Lat Pullover",,"",2,"normal",20,8,,,
"Afternoon workout 💪","16 Oct 2025, 14:54","16 Oct 2025, 15:22","","Incline Bench Press (Smith Machine)",,"",0,"warmup",60,6,,,
"Afternoon workout 💪","16 Oct 2025, 14:54","16 Oct 2025, 15:22","","Incline Bench Press (Smith Machine)",,"",1,"normal",75,6,,,
"Afternoon workout 💪","16 Oct 2025, 14:54","16 Oct 2025, 15:22","","Incline Bench Press (Smith Machine)",,"",2,"normal",80,4,,,
"Afternoon workout 💪","16 Oct 2025, 14:54","16 Oct 2025, 15:22","","Incline Bench Press (Smith Machine)",,"",3,"normal",77.5,4,,,
"Afternoon workout 💪","16 Oct 2025, 14:54","16 Oct 2025, 15:22","","Bench Press (Smith Machine)",,"",0,"normal",77,6,,,
"Afternoon workout 💪","16 Oct 2025, 14:54","16 Oct 2025, 15:22","","Bench Press (Smith Machine)",,"",1,"normal",77,6,,,
"Afternoon workout 💪","16 Oct 2025, 14:54","16 Oct 2025, 15:22","","Bench Press (Smith Machine)",,"",2,"normal",77,6,,,
"Afternoon workout 💪","16 Oct 2025, 14:54","16 Oct 2025, 15:22","","Bench Press (Smith Machine)",,"",3,"normal",70,6,,,
"Afternoon workout 💪","16 Oct 2025, 14:54","16 Oct 2025, 15:22","","Chest Press (Machine)",,"",0,"normal",22,3,,,
"Afternoon workout 💪","16 Oct 2025, 14:54","16 Oct 2025, 15:22","","Chest Press (Machine)",,"",1,"normal",20,6,,,
"Evening workout 🏋️","14 Oct 2025, 18:53","14 Oct 2025, 19:44","","Lat Pulldown - Close Grip (Cable)",,"",0,"warmup",52,6,,,
"Evening workout 🏋️","14 Oct 2025, 18:53","14 Oct 2025, 19:44","","Lat Pulldown - Close Grip (Cable)",,"",1,"normal",63,8,,,
"Evening workout 🏋️","14 Oct 2025, 18:53","14 Oct 2025, 19:44","","Lat Pulldown - Close Grip (Cable)",,"",2,"normal",63,5,,,
"Evening workout 🏋️","14 Oct 2025, 18:53","14 Oct 2025, 19:44","","Lat Pulldown - Close Grip (Cable)",,"",3,"normal",63,5,,,
"Evening workout 🏋️","14 Oct 2025, 18:53","14 Oct 2025, 19:44","","Bent Over Row (Barbell)",,"",0,"normal",20,6,,,
"Evening workout 🏋️","14 Oct 2025, 18:53","14 Oct 2025, 19:44","","Bent Over Row (Barbell)",,"",1,"normal",25,8,,,
"Evening workout 🏋️","14 Oct 2025, 18:53","14 Oct 2025, 19:44","","Bent Over Row (Barbell)",,"",2,"normal",25,5,,,
"Evening workout 🏋️","14 Oct 2025, 18:53","14 Oct 2025, 19:44","","Bent Over Row (Barbell)",,"",3,"normal",25,6,,,
"Evening workout 🏋️","14 Oct 2025, 18:53","14 Oct 2025, 19:44","","Lat Pulldown (Cable)",,"",0,"normal",59,7,,,
"Evening workout 🏋️","14 Oct 2025, 18:53","14 Oct 2025, 19:44","","Lat Pulldown (Cable)",,"",1,"normal",59,6,,,
"Evening workout 🏋️","14 Oct 2025, 18:53","14 Oct 2025, 19:44","","Lat Pulldown (Cable)",,"",2,"normal",52,6,,,
"Evening workout 🏋️","14 Oct 2025, 18:53","14 Oct 2025, 19:44","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",59,10,,,
"Evening workout 🏋️","14 Oct 2025, 18:53","14 Oct 2025, 19:44","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",59,8,,,
"Evening workout 🏋️","14 Oct 2025, 18:53","14 Oct 2025, 19:44","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",59,8,,,
"Evening workout 🏋️","13 Oct 2025, 19:18","13 Oct 2025, 20:28","","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",11.3,8,,,
"Evening workout 🏋️","13 Oct 2025, 19:18","13 Oct 2025, 20:28","","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",11.3,8,,,
"Evening workout 🏋️","13 Oct 2025, 19:18","13 Oct 2025, 20:28","","Single Arm Triceps Pushdown (Cable)",,"",2,"normal",11.3,8,,,
"Evening workout 🏋️","13 Oct 2025, 19:18","13 Oct 2025, 20:28","","Preacher Curl (Dumbbell)",,"",0,"normal",15,8,,,
"Evening workout 🏋️","13 Oct 2025, 19:18","13 Oct 2025, 20:28","","Preacher Curl (Dumbbell)",,"",1,"normal",17.5,7,,,
"Evening workout 🏋️","13 Oct 2025, 19:18","13 Oct 2025, 20:28","","Preacher Curl (Dumbbell)",,"",2,"normal",15,6,,,
"Evening workout 🏋️","13 Oct 2025, 19:18","13 Oct 2025, 20:28","","Triceps Pushdown",,"",0,"normal",25,10,,,
"Evening workout 🏋️","13 Oct 2025, 19:18","13 Oct 2025, 20:28","","Triceps Pushdown",,"",1,"normal",27,8,,,
"Evening workout 🏋️","13 Oct 2025, 19:18","13 Oct 2025, 20:28","","Triceps Pushdown",,"",2,"normal",25,9,,,
"Evening workout 🏋️","13 Oct 2025, 19:18","13 Oct 2025, 20:28","","Triceps Extension (Dumbbell)",,"",0,"normal",10,7,,,
"Evening workout 🏋️","13 Oct 2025, 19:18","13 Oct 2025, 20:28","","Triceps Extension (Dumbbell)",,"",1,"normal",10,6,,,
"Evening workout 🏋️","13 Oct 2025, 19:18","13 Oct 2025, 20:28","","Triceps Extension (Dumbbell)",,"",2,"normal",10,6,,,
"Evening workout 🏋️","13 Oct 2025, 19:18","13 Oct 2025, 20:28","","Overhead Triceps Extension (Cable)",,"",0,"normal",20.4,7,,,
"Evening workout 🏋️","13 Oct 2025, 19:18","13 Oct 2025, 20:28","","Overhead Triceps Extension (Cable)",,"",1,"normal",20.4,6,,,
"Evening workout 🏋️","13 Oct 2025, 19:18","13 Oct 2025, 20:28","","Overhead Triceps Extension (Cable)",,"",2,"normal",20.4,6,,,
"Afternoon workout 💪","12 Oct 2025, 14:50","12 Oct 2025, 16:14","","Leg Press (Machine)",,"",0,"warmup",50,6,,,
"Afternoon workout 💪","12 Oct 2025, 14:50","12 Oct 2025, 16:14","","Leg Press (Machine)",,"",1,"warmup",100,6,,,
"Afternoon workout 💪","12 Oct 2025, 14:50","12 Oct 2025, 16:14","","Leg Press (Machine)",,"",2,"normal",170,6,,,
"Afternoon workout 💪","12 Oct 2025, 14:50","12 Oct 2025, 16:14","","Leg Press (Machine)",,"",3,"normal",170,5,,,
"Afternoon workout 💪","12 Oct 2025, 14:50","12 Oct 2025, 16:14","","Leg Press (Machine)",,"",4,"normal",170,5,,,
"Afternoon workout 💪","12 Oct 2025, 14:50","12 Oct 2025, 16:14","","Single Leg Extensions",,"",0,"normal",23,10,,,
"Afternoon workout 💪","12 Oct 2025, 14:50","12 Oct 2025, 16:14","","Single Leg Extensions",,"",1,"normal",23,8,,,
"Afternoon workout 💪","12 Oct 2025, 14:50","12 Oct 2025, 16:14","","Single Leg Extensions",,"",2,"normal",23,10,,,
"Afternoon workout 💪","12 Oct 2025, 14:50","12 Oct 2025, 16:14","","Single Leg Extensions",,"",3,"normal",23,10,,,
"Afternoon workout 💪","12 Oct 2025, 14:50","12 Oct 2025, 16:14","","Seated Leg Curl (Machine)",,"",0,"normal",43,10,,,
"Afternoon workout 💪","12 Oct 2025, 14:50","12 Oct 2025, 16:14","","Seated Leg Curl (Machine)",,"",1,"normal",43,7,,,
"Afternoon workout 💪","12 Oct 2025, 14:50","12 Oct 2025, 16:14","","Seated Leg Curl (Machine)",,"",2,"normal",43,5,,,
"Afternoon workout 💪","12 Oct 2025, 14:50","12 Oct 2025, 16:14","","Ab Scissors",,"",0,"normal",,10,,,
"Afternoon workout 💪","12 Oct 2025, 14:50","12 Oct 2025, 16:14","","Ab Scissors",,"",1,"normal",,7,,,
"Morning workout ☀️","11 Oct 2025, 11:04","11 Oct 2025, 12:30","","Lat Pulldown - Close Grip (Cable)",,"",0,"warmup",50,6,,,
"Morning workout ☀️","11 Oct 2025, 11:04","11 Oct 2025, 12:30","","Lat Pulldown - Close Grip (Cable)",,"",1,"normal",63,7,,,
"Morning workout ☀️","11 Oct 2025, 11:04","11 Oct 2025, 12:30","","Lat Pulldown - Close Grip (Cable)",,"",2,"normal",63,6,,,
"Morning workout ☀️","11 Oct 2025, 11:04","11 Oct 2025, 12:30","","Lat Pulldown - Close Grip (Cable)",,"",3,"normal",63,4,,,
"Morning workout ☀️","11 Oct 2025, 11:04","11 Oct 2025, 12:30","","Lat Pulldown (Cable)",,"",0,"normal",57,6,,,
"Morning workout ☀️","11 Oct 2025, 11:04","11 Oct 2025, 12:30","","Lat Pulldown (Cable)",,"",1,"normal",61,6,,,
"Morning workout ☀️","11 Oct 2025, 11:04","11 Oct 2025, 12:30","","Lat Pulldown (Cable)",,"",2,"normal",57,8,,,
"Morning workout ☀️","11 Oct 2025, 11:04","11 Oct 2025, 12:30","","Bent Over Row (Barbell)",,"",0,"warmup",15,6,,,
"Morning workout ☀️","11 Oct 2025, 11:04","11 Oct 2025, 12:30","","Bent Over Row (Barbell)",,"",1,"normal",20,6,,,
"Morning workout ☀️","11 Oct 2025, 11:04","11 Oct 2025, 12:30","","Bent Over Row (Barbell)",,"",2,"normal",25,8,,,
"Morning workout ☀️","11 Oct 2025, 11:04","11 Oct 2025, 12:30","","Bent Over Row (Barbell)",,"",3,"normal",27.5,6,,,
"Morning workout ☀️","11 Oct 2025, 11:04","11 Oct 2025, 12:30","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",66,6,,,
"Morning workout ☀️","11 Oct 2025, 11:04","11 Oct 2025, 12:30","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",59,8,,,
"Morning workout ☀️","11 Oct 2025, 11:04","11 Oct 2025, 12:30","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",59,8,,,
"Morning workout ☀️","11 Oct 2025, 11:04","11 Oct 2025, 12:30","","Rear Delt Reverse Fly (Machine)",,"",3,"normal",52,6,,,
"Afternoon workout 💪","10 Oct 2025, 15:22","10 Oct 2025, 16:23","","Incline Bench Press (Smith Machine)",,"",0,"warmup",50,6,,,
"Afternoon workout 💪","10 Oct 2025, 15:22","10 Oct 2025, 16:23","","Incline Bench Press (Smith Machine)",,"",1,"warmup",60,6,,,
"Afternoon workout 💪","10 Oct 2025, 15:22","10 Oct 2025, 16:23","","Incline Bench Press (Smith Machine)",,"",2,"normal",75,6,,,
"Afternoon workout 💪","10 Oct 2025, 15:22","10 Oct 2025, 16:23","","Incline Bench Press (Smith Machine)",,"",3,"normal",80,5,,,
"Afternoon workout 💪","10 Oct 2025, 15:22","10 Oct 2025, 16:23","","Incline Bench Press (Smith Machine)",,"",4,"normal",80,3,,,
"Afternoon workout 💪","10 Oct 2025, 15:22","10 Oct 2025, 16:23","","Incline Bench Press (Smith Machine)",,"",5,"normal",75,6,,,
"Afternoon workout 💪","10 Oct 2025, 15:22","10 Oct 2025, 16:23","","Bench Press (Smith Machine)",,"",0,"normal",75,7,,,
"Afternoon workout 💪","10 Oct 2025, 15:22","10 Oct 2025, 16:23","","Bench Press (Smith Machine)",,"",1,"normal",80,4,,,
"Afternoon workout 💪","10 Oct 2025, 15:22","10 Oct 2025, 16:23","","Bench Press (Smith Machine)",,"",2,"normal",75,6,,,
"Afternoon workout 💪","10 Oct 2025, 15:22","10 Oct 2025, 16:23","","Chest Press (Machine)",,"",0,"normal",20,8,,,
"Afternoon workout 💪","10 Oct 2025, 15:22","10 Oct 2025, 16:23","","Chest Press (Machine)",,"",1,"normal",20,8,,,
"Evening workout 🏋️","9 Oct 2025, 19:23","9 Oct 2025, 20:08","","Preacher Curl (Dumbbell)",,"",0,"normal",15,8,,,
"Evening workout 🏋️","9 Oct 2025, 19:23","9 Oct 2025, 20:08","","Preacher Curl (Dumbbell)",,"",1,"normal",17.5,5,,,
"Evening workout 🏋️","9 Oct 2025, 19:23","9 Oct 2025, 20:08","","Preacher Curl (Dumbbell)",,"",2,"normal",15,8,,,
"Evening workout 🏋️","9 Oct 2025, 19:23","9 Oct 2025, 20:08","","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",13.6,5,,,
